iso3c,country,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SI.POV.NAHC,SH.DYN.MORT,SH.IMM.MEAS,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,SH.H2O.BASW.ZS,SL.UEM.TOTL.NE.ZS,NV.IND.MANF.ZS,NE.GDI.TOTL.ZS,NY.GDP.DEFL.KD.ZG,BN.GSR.GNFS.CD,SN.ITK.DEFC.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI
NAM,Namibia,2018,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,61.25000000000001,1,1,0,1,0,1,0.3,0.6,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,0,0,1,61.29464285714286
NER,Niger,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,60,1,1,0,0.6,1,0,0.6,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,64.55357142857143
NGA,Nigeria,2018,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,47.5,1,0.5,0,0.3,0,0,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,57.85714285714286
NIC,Nicaragua,2018,29.166666666666668,0.5,1,0.5,0,0,0,0,0,1,0.5,0,0,60,1,1,0,1,0.3,0.6,0.3,0.6,83.33333333333333,1,1,1,0,1,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,50.26785714285714
NLD,Netherlands,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,88.09523809523809
NOR,Norway,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,93.75
NPL,Nepal,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,75,1,1,0,1,0,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,0,1,0,55.50595238095239
NRU,Nauru,2018,12.5,0.5,0,0,0,0,0,0,0,0,0,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,58.333333333333336,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,24.895833333333336
NZL,New Zealand,2018,66.66666666666666,1,1,1,1,1,0,0,0,1,0,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,81.84523809523809
OMN,Oman,2018,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,32.5,1,1,0,0.3,0,0,0.3,0,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,0,0,1,1,1,1,1,57.23214285714286
PAK,Pakistan,2018,33.33333333333333,1,0,1,0.5,0,0,0,0,1,0.5,0,0,66.25,1,1,0,1,0,1,1,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,60.610119047619044
PAN,Panama,2018,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,57.49999999999999,1,1,0,1,0,1,0.3,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,1,0,1,1,0,0,58.86904761904761
PER,Peru,2018,41.66666666666667,1,0,1,0.5,0,0,0.5,0,1,1,0,0,77.5,1,1,0,1,0.6,1,1,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,0,0,1,72.64880952380953
PHL,Philippines,2018,45.83333333333333,1,0,0.5,0,1,0,0,0,1,1,1,0,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,79.31547619047619
PLW,Palau,2018,29.166666666666668,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,66.66666666666667,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,31.145833333333336
PNG,Papua New Guinea,2018,20.833333333333336,0.5,0.5,0,0,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,58.333333333333336,0,1,1,1,0,1,0,1,0,1,1,0,14.285714285714285,0,1,0,0,0,0,0,32.42559523809524
POL,Poland,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,65,1,1,0,1,0.6,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,87.08333333333333
PRT,Portugal,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,91.66666666666666
PRY,Paraguay,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,65,1,1,0,1,0,1,0.6,0.6,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,57.14285714285714,1,1,0,1,0,1,0,62.827380952380956
PSE,West Bank and Gaza,2018,59.09090909090909,0,NA,1,0.5,1,0,1,0,1,1,0,1,71.25,1,1,0.5,1,0.6,1,0.3,0.3,83.33333333333333,1,1,0,1,1,1,1,1,1,1,1,0,85.71428571428571,1,1,1,1,1,1,0,74.84713203463204
QAT,Qatar,2018,33.33333333333333,0.5,0.5,0.5,0,0,0,0,0,1,0.5,1,0,45,1,1,0,0.3,0,1,0.3,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,57.14285714285714,1,0,0,1,1,0,1,54.70238095238095
ROU,Romania,2018,79.16666666666666,1,1,1,1,0,1,1,0.5,1,1,1,0,65,1,1,0,1,0.6,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,80.38690476190476
RUS,Russian Federation,2018,83.33333333333334,0.5,0.5,1,1,1,0,1,1,1,1,1,1,57.49999999999999,1,1,0,1,0,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,1,1,0,1,1,0,0,72.41071428571428
RWA,Rwanda,2018,41.66666666666667,0.5,0.5,1,0.5,1,0,0,0,1,0.5,0,0,86.25,1,1,1,1,1,0.6,1,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,79.89583333333334
SAU,Saudi Arabia,2018,29.166666666666668,1,0.5,0.5,0,1,0,0,0,0,0.5,0,0,66.25,1,1,1,0.3,0,1,0,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,68.19940476190476
SDN,Sudan,2018,16.666666666666664,0,0,0,0.5,0,0,0,0,1,0.5,0,0,52.5,1,1,0,1,0,0.3,0.3,0.6,66.66666666666667,0,1,1,1,0,1,0,0,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,44.672619047619044
SEN,Senegal,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0.5,1,1,0,0,52.5,1,1,0,0.3,0.6,0,1,0.3,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,67.88690476190476
SGP,Singapore,2018,62.5,1,0.5,1,0.5,1,0,0.5,1,0,1,1,0,62.5,1,1,0,1,0,1,0,1,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,85.71428571428571,1,1,1,1,1,0,1,73.51190476190476
SLB,Solomon Islands,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,32.5,1,1,0,0.3,0,0,0,0.3,58.333333333333336,0,1,1,1,0,1,0,0,0,1,1,1,42.857142857142854,0,1,0,1,0,0,1,38.63095238095238
SLE,Sierra Leone,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,52.5,1,1,0,0.3,0,0.3,1,0.6,75,0,1,1,1,0,1,0,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,40.654761904761905
SLV,El Salvador,2018,58.333333333333336,1,0,1,0,1,0,1,0,1,1,1,0,48.75,1,1,0,1,0,0,0.3,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,58.91369047619048
SMR,San Marino,2018,58.333333333333336,0.5,0,0.5,1,0,1,1,0.5,1,0.5,1,0,25,1,1,0,0,0,0,0,0,41.666666666666664,0,1,1,0,0,1,1,0,0,1,0,0,42.857142857142854,0,1,0,1,1,0,0,41.964285714285715
SOM,Somalia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0.3,0,0,0,0,25,0,1,1,0,0,1,0,0,0,0,0,0,14.285714285714285,0,1,0,0,0,0,0,10.758928571428571
SRB,Serbia,2018,79.16666666666666,1,1,1,0.5,1,1,0.5,0,1,0.5,1,1,65,1,1,0,1,0,1,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,82.47023809523809
SSD,South Sudan,2018,25,1,0.5,0,0.5,0,0,0,0,1,0,0,0,36.25,1,1,0,0.3,0,0,0.3,0.3,66.66666666666667,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,31.979166666666668
SUR,Suriname,2018,45.83333333333333,0.5,0,0.5,0.5,1,0,0,0.5,1,0.5,1,0,48.75,1,1,0,1,0,0.3,0.3,0.3,75,0,1,1,1,0,1,1,1,0,1,1,1,42.857142857142854,0,1,0,1,1,0,0,53.110119047619044
SVK,Slovak Republic,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,92.26190476190476
SVN,Slovenia,2018,83.33333333333334,1,1,1,1,1,0,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,91.66666666666667
SWE,Sweden,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,86.60714285714286
SYC,Seychelles,2018,58.333333333333336,0.5,0,1,0.5,1,0,0.5,0.5,1,1,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,75,0,1,1,1,0,1,1,1,1,1,1,0,42.857142857142854,1,0,0,1,1,0,0,51.235119047619044
SYR,Syrian Arab Republic,2018,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,23.75,0.5,0.5,0,0.3,0,0.3,0,0.3,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4375
TCD,Chad,2018,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,45,1,1,0,0.3,0,0,1,0.3,75,0,1,1,1,1,1,0,1,1,1,0,1,14.285714285714285,0,0,1,0,0,0,0,37.738095238095234
TGO,Togo,2018,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,52.5,1,1,0,0.6,0,0,1,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,58.214285714285715
THA,Thailand,2018,66.66666666666666,1,0,1,0,1,1,1,1,1,1,0,0,78.75,1,1,1,1,0,1,1,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,82.78273809523809
TJK,Tajikistan,2018,45.83333333333333,0.5,1,0,1,1,0,0,0.5,1,0.5,0,0,60,1,1,0,1,0,0.6,0.6,0.6,83.33333333333333,1,1,1,1,0,1,1,1,1,1,1,0,28.57142857142857,0,0,0,1,1,0,0,54.43452380952381
TKM,Turkmenistan,2018,4.166666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,41.666666666666664,0,1,1,0,0,1,0,0,0,1,0,1,14.285714285714285,0,0,0,0,1,0,0,22.217261904761905
TLS,Timor-Leste,2018,50,1,0.5,1,0.5,1,0,0.5,0,1,0.5,0,0,75,1,1,0,1,0,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,69.94047619047619
TON,Tonga,2018,33.33333333333333,0.5,0.5,0,0.5,0,0,1,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,50,0,1,1,0,0,1,0,1,0,1,1,0,42.857142857142854,0,1,0,1,0,0,1,40.610119047619044
TTO,Trinidad and Tobago,2018,41.66666666666667,0.5,0.5,0.5,0,1,0,0,0,1,0.5,1,0,36.25,1,1,0,0.3,0,0,0.3,0.3,66.66666666666667,0,1,1,0,0,1,1,1,0,1,1,1,28.57142857142857,0,1,0,0,1,0,0,43.28869047619048
TUN,Tunisia,2018,33.33333333333333,0.5,0.5,1,0,0,0,0,0,1,1,0,0,56.25,1,1,0,0.6,0,1,0.6,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,66.74107142857143
TUR,Turkey,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,67.5,1,0.5,0,1,0.3,1,0.6,1,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,88.30357142857143
TUV,Tuvalu,2018,8.333333333333332,0,0,0,0.5,0,0,0,0,0,0.5,0,0,28.749999999999996,1,1,0,0.3,0,0,0,0,50,0,1,1,1,0,1,1,0,0,1,0,0,28.57142857142857,0,1,0,0,0,0,1,28.913690476190474
TZA,Tanzania,2018,37.5,0.5,0,0.5,0,1,1,0,0,1,0.5,0,0,68.75,1,1,0,0.3,0.6,0.6,1,1,83.33333333333333,0,1,1,1,1,1,0,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,65.25297619047619
UGA,Uganda,2018,54.166666666666664,1,0.5,0,0,1,1,1,0.5,1,0.5,0,0,68.75,1,1,0,1,0.3,1,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,71.50297619047619
UKR,Ukraine,2018,87.5,1,1,1,1,1,1,0.5,0,1,1,1,1,48.75,0.5,0.5,0,1,0,1,0.3,0.6,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,42.857142857142854,1,0,0,1,1,0,0,65.61011904761904
URY,Uruguay,2018,37.5,0.5,0,0.5,0,0,0,0.5,0,1,1,1,0,78.75,1,1,1,1,0,1,0.3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,71.91964285714286
USA,United States,2018,79.16666666666666,1,1,1,1,0,1,1,0.5,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,90.625
UZB,Uzbekistan,2018,66.66666666666666,0.5,1,1,0.5,1,0,0.5,1,1,0.5,1,0,20,0,0,0,1,0,0,0,0.6,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,69.58333333333333
VCT,St. Vincent and the Grenadines,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,43.49702380952381
VEN,"Venezuela, RB",2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0,0,0.3,0,0.6,66.66666666666667,1,1,1,1,1,1,0,0,0,0,1,1,42.857142857142854,0,1,0,1,1,0,0,42.69345238095238
VNM,Vietnam,2018,41.66666666666667,0.5,0.5,1,0.5,1,0,0,0,0,0.5,1,0,81.25,1,1,0.5,1,0,1,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,67.93154761904762
VUT,Vanuatu,2018,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.3,0,0,0.3,0.3,58.333333333333336,0,1,1,0,0,1,0,1,0,1,1,1,42.857142857142854,0,1,0,1,0,0,1,38.526785714285715
WSM,Samoa,2018,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,43.75,1,1,0,0.6,0,0.3,0.3,0.3,75,0,1,1,1,0,1,1,1,0,1,1,1,57.14285714285714,1,1,0,1,1,0,0,54.389880952380956
XKX,Kosovo,2018,50,0.5,0.5,1,0.5,1,0,0,1,1,0.5,0,0,70,1,1,0,1,0.3,1,0.3,1,50,1,0,0,0,0,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,67.5
YEM,"Yemen, Rep.",2018,25,0.5,0,0.5,0.5,1,0,0,0,0,0.5,0,0,31.25,0.5,0.5,0,0.3,0,0.3,0.3,0.6,58.333333333333336,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,28.645833333333336
ZAF,South Africa,2018,62.5,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,1,53.75,1,1,0,1,0,1,0.3,0,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,69.83630952380953
ZMB,Zambia,2018,37.5,1,0.5,0.5,0,1,0,0,0,1,0.5,0,0,77.5,1,1,0,0.6,1,1,0.6,1,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,63.86904761904761
ZWE,Zimbabwe,2018,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,68.75,1,1,0,0.6,0.3,1,1,0.6,75,1,1,1,0,0,1,0,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,60.639880952380956
NA,Côte d'Ivoire,2018,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,60,1,1,0,0.6,0.3,0.3,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,NA
NA,"Macedonia, FYR",2018,66.66666666666666,0.5,0,1,1,1,0,0.5,0,1,1,1,1,48.75,0.5,0.5,0,1,0,1,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,NA
NA,São Tomé and Principe,2018,41.66666666666667,0.5,0.5,0.5,0,1,0,0,0,1,0.5,1,0,40,1,1,0,0.6,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,NA
NA,Swaziland,2018,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31.428571428571427,1,NA,0,0.6,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,Afghanistan,2019,33.33333333333333,0.5,0,0,0,1,0,0.5,0.5,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,0,0,1,NA
AGO,Angola,2019,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,1,1,1,1,0,0,0,NA
ALB,Albania,2019,75,1,1,1,0.5,1,0,0,1,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
ARG,Argentina,2019,45.83333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
ARM,Armenia,2019,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
ATG,Antigua and Barbuda,2019,33.33333333333333,1,0,0.5,0,0,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA
AZE,Azerbaijan,2019,79.16666666666666,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
BDI,Burundi,2019,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
BEN,Benin,2019,25,0.5,0,0.5,0,0,0,0,0.5,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,1,1,1,1,1,0,0,NA
BFA,Burkina Faso,2019,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14285714285714,0,1,1,1,1,0,0,NA
BGD,Bangladesh,2019,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,0,1,1,1,0,1,1,NA
BGR,Bulgaria,2019,91.66666666666666,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,NA
BIH,Bosnia and Herzegovina,2019,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,NA
BLR,Belarus,2019,87.5,1,1,1,1,1,0,0.5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,1,0,NA
BLZ,Belize,2019,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
BOL,Bolivia,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
BRA,Brazil,2019,79.16666666666666,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
BTN,Bhutan,2019,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,1,1,1,1,0,0,1,NA
BWA,Botswana,2019,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
CAF,Central African Republic,2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,0,1,0,0,0,0,NA
CHL,Chile,2019,79.16666666666666,1,1,0.5,0.5,1,0,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
CHN,China,2019,62.5,1,0.5,1,1,1,0,0.5,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,1,0,1,1,1,0,1,NA
CMR,Cameroon,2019,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,1,1,1,0,0,0,NA
COD,"Congo, Dem. Rep.",2019,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,0,1,0,0,0,0,NA
COG,"Congo, Rep.",2019,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,0,0,0,1,0,0,NA
COL,Colombia,2019,54.166666666666664,1,0.5,1,0,0,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,NA
COM,Comoros,2019,29.166666666666668,1,0,0,0,1,0,0,0,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.857142857142854,0,1,1,1,0,0,0,NA
CPV,Cabo Verde,2019,29.166666666666668,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71428571428571,1,1,1,1,1,0,1,NA
